pair_id,variant,bucket,similarity,a_row,b_row,a_source,b_source,a_name,b_name,a_price,b_price,a_url,b_url
76,matgrupp,0.20-0.30,0.2423,50635,28998,blocket,blocket,Matgrupp med 4 stolar,2 st Soffor plus matbord med 4 st stolar,625.0,750.0,https://images.blocketcdn.se/dynamic/default/item/24497711/e103efaa-201e-4946-98c8-661ad06c4c5f,https://images.blocketcdn.se/dynamic/default/item/24633571/80ab16db-372a-4513-a5d9-4edaf600c936
77,matgrupp,0.20-0.30,0.2966,49954,48235,blocket,blocket,Matgrupp,Matgrupp,1200.0,1600.0,https://images.blocketcdn.se/dynamic/default/item/23411962/db228e28-0add-4ecb-8ab9-f18dd70da2dc,https://images.blocketcdn.se/dynamic/default/item/24678879/f5d0cae2-ce86-4d2d-9240-9d1d43a18cd5
78,matgrupp,0.20-0.30,0.2225,40489,48028,blocket,blocket,Mio matbord och stol i trä och sammet,Matbord med 2 stolar,2500.0,400.0,https://images.blocketcdn.se/dynamic/default/item/24018904/d94f12b6-94c4-4693-a44f-bed63b3cea8a,https://images.blocketcdn.se/dynamic/default/item/23342220/e32ad0fd-551a-49a3-b8cc-d190b9774363
79,matgrupp,0.20-0.30,0.2384,40826,85143,blocket,blocket,Matgrupp 4 stolar och ett bord,Utemöbler bord och stolar i vitt,625.0,1000.0,https://images.blocketcdn.se/dynamic/default/item/23367776/0f42d7d0-08ce-4b5b-a275-caf87b3072ad,https://images.blocketcdn.se/dynamic/default/item/24707943/914bfb43-6b30-42f5-8d2a-82c5e7385fa0
80,matgrupp,0.20-0.30,0.2678,52916,56550,blocket,blocket,Matbord och stolar,Bord och stolar,9000.0,500.0,https://images.blocketcdn.se/dynamic/default/item/24118860/fb109d56-134c-4102-a49d-91dde30f5bf5,https://images.blocketcdn.se/dynamic/default/item/23879083/d029884f-3eeb-4aec-ba83-0ba2cad1e293
81,matgrupp,0.30-0.45,0.4131,52330,81299,blocket,blocket,Rokoko stil matbord + 4 stolar + förlängning 2 stycken (38 cm x2 ),Matbord med 4 stolar,2250.0,175.0,https://images.blocketcdn.se/dynamic/default/item/20624402/53821c67-ddb4-4913-b26a-e772ea2fe565,https://images.blocketcdn.se/dynamic/default/item/24158081/a77774ac-2e51-42b2-b961-f318a3350092
82,matgrupp,0.30-0.45,0.4236,84096,40006,blocket,blocket,BRAFAB TEAK Trädgårdsgrupp i trä med ovalt bord och stolar,Grå Matgrupp,13700.0,3000.0,https://images.blocketcdn.se/dynamic/default/item/24532028/f0b4b22d-e0b2-40b7-a99e-526a686249ad,https://images.blocketcdn.se/dynamic/default/item/24619268/8b9e9203-af22-41f5-943d-cdda9287485e
83,matgrupp,0.30-0.45,0.3892,52129,40747,blocket,blocket,Matsalsgrupp i gustaviansstil,Matgrupp,6000.0,2200.0,https://images.blocketcdn.se/dynamic/default/item/24486857/bed842ea-3ec7-4e59-be94-b5db1c54c85a,https://images.blocketcdn.se/dynamic/default/item/23511077/aaf0bab4-46be-4509-a9cc-e9743b84bbaa
84,matgrupp,0.30-0.45,0.3525,40265,87865,blocket,blocket,Matgrupp i ek med 4 stolar - nyrenoverat,Vitt runt cafébord med 4 stolar,725.0,2000.0,https://images.blocketcdn.se/dynamic/default/item/24354392/3c0f693c-bbe2-48df-ad56-49184d6c3dee,https://images.blocketcdn.se/dynamic/default/item/23786567/4d3d5f3d-3df0-4068-b7e0-9bbbb0bca400
85,matgrupp,0.30-0.45,0.3831,51492,86326,blocket,blocket,Barbord med 4 stolar,Stort matbord och 8 st stolar till sommarfesterna!,525.0,1050.0,https://images.blocketcdn.se/dynamic/default/item/22068638/316d0171-698b-4574-8885-75ae537764fe,https://images.blocketcdn.se/dynamic/default/item/24060887/b0b23a35-4e4b-4c6d-a82b-3a4fffb01e3b
86,matgrupp,0.45-0.60,0.4883,40473,92108,blocket,blocket,Matbord + Stolar MIO,Mio Cornwall matbord med 6 stolar,2000.0,500.0,https://images.blocketcdn.se/dynamic/default/item/24047228/c43261e3-7032-4c67-b953-2722806b4e6c,https://images.blocketcdn.se/dynamic/default/item/24757654/fe2deb1f-57bd-416c-81ef-f760172f3985
87,matgrupp,0.45-0.60,0.542,93828,87092,blocket,blocket,Stort utebord + 6st stolar,Jutlandia utemöbler bord och 2 stolar trä,500.0,250.0,https://images.blocketcdn.se/dynamic/default/item/23536561/ad2a0181-984f-4f5c-a3e3-0c310df71589,https://images.blocketcdn.se/dynamic/default/item/24700481/5cfc7ef9-777d-496b-b0a1-43f76259968f
88,matgrupp,0.45-0.60,0.5044,40031,92122,blocket,blocket,Matbord och stolar,Matgrupp med 8 stolar och tillhörande vitrinskåp,2000.0,562.0,https://images.blocketcdn.se/dynamic/default/item/24599148/c5113dc2-1f5e-45de-bb72-8dacd79981aa,https://images.blocketcdn.se/dynamic/default/item/24707138/735d8944-c57e-4031-80bd-08948726816c
89,matgrupp,0.45-0.60,0.5337,50596,86119,blocket,blocket,Matgrupp (6 stolar + dynor) från MIO,Matbord med glasbordsskiva och 8 stolar för uteplats,3200.0,250.0,https://images.blocketcdn.se/dynamic/default/item/24517929/7bf3a784-a961-41e8-bd58-fe14a2dcee9e,https://images.blocketcdn.se/dynamic/default/item/24221275/c6462031-90e9-4fd0-8d70-4ed855be0056
90,matgrupp,0.45-0.60,0.5713,50746,12630,blocket,blocket,Matgrupp MIO,Matbord och Stolar - Mio,2500.0,2000.0,https://images.blocketcdn.se/dynamic/default/item/24422353/4a9ddf13-cc15-42cc-9c17-a0ad3af4e850,https://images.blocketcdn.se/dynamic/default/item/24621900/f4f266be-088f-4965-8ef5-37710632b466
91,matgrupp,0.60-0.75,0.7393,50815,57468,blocket,blocket,"Skandinavisk matgrupp i ek: Ovalt, förlängningsbart bord + 6 stolar","Matbord, 4 stolar samt en byrå",483.0,250.0,https://images.blocketcdn.se/dynamic/default/item/24376713/84310d41-5bb8-4b6d-a3d8-f1a2ef8f5a80,https://images.blocketcdn.se/dynamic/default/item/23979808/02e54996-fba6-4bdf-ab38-f40d8b6d0ce4
92,matgrupp,0.60-0.75,0.6284,40498,39369,blocket,blocket,Matgrupp,Runt matbord med stolar,3100.0,1250.0,https://images.blocketcdn.se/dynamic/default/item/24001870/13ebbb66-f871-4a09-85da-67fc65d96332,https://images.blocketcdn.se/dynamic/default/item/23894400/054f6ffd-8d5d-4483-9723-2b8faf79c91c
93,matgrupp,0.60-0.75,0.6147,47343,48758,blocket,blocket,Mat/köksbord med 4 stolar,Matbord och stolar säljes,225.0,1500.0,https://images.blocketcdn.se/dynamic/default/item/24340757/9f2c11fd-d3ec-4618-a88e-d768060bfef3,https://images.blocketcdn.se/dynamic/default/item/24430821/19882af5-2017-470e-bf9a-a08f4a582799
94,matgrupp,0.60-0.75,0.6367,58457,84831,blocket,blocket,Stor matsalsgrupp,Matgrupp utomhus med bord och stolar,4000.0,13500.0,https://images.blocketcdn.se/dynamic/default/item/23666505/56870e30-15be-4b0c-b376-b3dd06aa9e65,https://images.blocketcdn.se/dynamic/default/item/23489789/3bfbaff2-2f9c-4cab-b1f4-122c68bfa16e
95,matgrupp,0.60-0.75,0.6006,51821,38727,blocket,blocket,Fin matgrupp med 6 stolar i svart,Matgrupp från Jysk,417.0,1500.0,https://images.blocketcdn.se/dynamic/default/item/23319718/3c0093b5-8ae8-495a-b518-7f5c21d4b320,https://images.blocketcdn.se/dynamic/default/item/24562261/87fa9bec-0cdf-49c7-9dfd-ea045771070c
96,matgrupp,0.75-0.92,0.8174,41769,55940,blocket,blocket,EXKLUSIV MATGRUPP MED 8 STOLAR INkL. SIDEBOARD,Massivt ekbord med 8 stolar,1874.0,100.0,https://images.blocketcdn.se/dynamic/default/item/19360243/220dd897-bfaf-46be-900d-313762751980,https://images.blocketcdn.se/dynamic/default/item/24503551/9408a195-f2fa-46bb-89b5-50d62df16cc4
97,matgrupp,0.75-0.92,0.7881,50671,51479,blocket,blocket,Matgrupp,Matbord och 4 stolar,3000.0,550.0,https://images.blocketcdn.se/dynamic/default/item/24472900/7b4b27b4-5306-408e-b194-bc2e619f375f,https://images.blocketcdn.se/dynamic/default/item/23781191/9ed49340-24fe-425d-9cae-aa63b5af5e11
98,matgrupp,0.75-0.92,0.8184,57564,53085,blocket,blocket,Matgrupp IKEA (Ingolf stolar + förlängningsbart furubord),"Wilma matgrupp från Mio, matbord med 6 stolar vit/ek",1000.0,3000.0,https://images.blocketcdn.se/dynamic/default/item/23721096/27aca9e9-7c1a-4b52-84e5-8264994b3da7,https://images.blocketcdn.se/dynamic/default/item/24420310/77910344-cd0f-4b30-aa0d-5f7923aab6c6
99,matgrupp,0.75-0.92,0.7842,51513,48496,blocket,blocket,Matbord med 4 stolar och sideboard,Ekbord med 6 stolar + inläggskiva,625.0,233.0,https://images.blocketcdn.se/dynamic/default/item/23732759/cc72e725-a8f4-45fa-abb9-e57140b08e6f,https://images.blocketcdn.se/dynamic/default/item/24424526/97d3f914-163a-4a11-8ad7-a7c75b8592b2
100,matgrupp,0.75-0.92,0.7651,51513,48123,blocket,blocket,Matbord med 4 stolar och sideboard,Stor maktgrupp med 8 stolar,625.0,188.0,https://images.blocketcdn.se/dynamic/default/item/23732759/cc72e725-a8f4-45fa-abb9-e57140b08e6f,https://images.blocketcdn.se/dynamic/default/item/24721041/4458d799-84bf-46bf-8ec4-a0306a9b8bb8
101,stol,0.20-0.30,0.2217,51279,84123,blocket,blocket,Pina Chair Magis kontorsstol,"2 IKEA SKARPÖ utestolar – Vita, nyskick! för uteplats/balkong",3000.0,800.0,https://images.blocketcdn.se/dynamic/default/item/24006185/18f8daad-65cd-4f57-86bc-5015b4816310,https://images.blocketcdn.se/dynamic/default/item/24505859/61ec3b41-c73b-4e80-82ed-56e17d07eacf
102,stol,0.20-0.30,0.2822,37899,57976,blocket,blocket,Gamingstol Dacota Gaming,Stol - Magis Déjà-Vu,450.0,2700.0,https://images.blocketcdn.se/dynamic/default/item/23886987/7bce5194-6ae1-4455-99f5-c58a58c92adc,https://images.blocketcdn.se/dynamic/default/item/24650308/f9c7fcba-27f7-45a7-8fc8-1b633c6dba77
103,stol,0.20-0.30,0.2018,87447,40106,blocket,blocket,Svarta stapelbara utestolar,Hay CPH20 2.0 barbord Ø70 cm + hay stol,150.0,2500.0,https://images.blocketcdn.se/dynamic/default/item/24424736/b94a4c60-ef71-4066-81c0-47a09e5d36ed,https://images.blocketcdn.se/dynamic/default/item/24546693/d790d59c-b1b6-48f5-82ed-b540ce785d11
104,stol,0.20-0.30,0.2388,41186,54303,blocket,blocket,"4 st Senso Living matstolar – snurrbara, beige tyg, svart metall",Skrivbordsstol Kullaberg IKEA,1175.0,200.0,https://images.blocketcdn.se/dynamic/default/item/20286842/26d4b4ca-7ad6-4603-9a6c-dcb0bdf3bde7,https://images.blocketcdn.se/dynamic/default/item/24197913/4a525819-9065-4c3b-9cc1-e7753b27af58
105,stol,0.20-0.30,0.2435,39676,1622,blocket,auctionet,Kontorsstol Gruppspel,"STOLAR, 6st, ek, 1900-talets andra hälft.",1300.0,375.0,https://images.blocketcdn.se/dynamic/default/item/23454023/ff1f04ae-23b0-4045-9b37-63f366efa114,https://images.auctionet.com/thumbs/mini_item_4748509_c0981eec57.jpg
106,stol,0.30-0.45,0.436,36802,43445,blocket,blocket,Matstolar,Metallstol i krom med lila ben,120.0,350.0,https://images.blocketcdn.se/dynamic/default/item/23270578/df3002af-6388-426e-90d0-bae93dcc3b49,https://images.blocketcdn.se/dynamic/default/item/24653957/df0c3f63-52c7-4c7f-80cc-ba9fc6483fc4
107,stol,0.30-0.45,0.3147,87375,93930,blocket,auctionet,"2 positionsstolar med hög rygg, 1 runt bord","Stolar 4 st, ""Lilla Åland"" Stolab. carl malmsten",250.0,1625.0,https://images.blocketcdn.se/dynamic/default/item/24478213/1e535cba-b266-43f1-96dd-96dbc383257c,https://images.auctionet.com/thumbs/mini_item_4405291_5a429a1aae.jpg
108,stol,0.30-0.45,0.4067,85892,42657,blocket,blocket,Grå plaststol med armstöd. 7 st i priset,Stapelbara stolar,64.0,200.0,https://images.blocketcdn.se/dynamic/default/item/22718938/7d4d6f20-b4f6-4382-8cfc-59132ab2e30a,https://images.blocketcdn.se/dynamic/default/item/24082379/72f5a823-1193-4ee3-b0fc-3163768a2a90
109,stol,0.30-0.45,0.353,54800,36386,blocket,blocket,IKEA stol av Ilmari Tapiovaara i trä och svart,Ihopfällbara stolar,200.0,300.0,https://images.blocketcdn.se/dynamic/default/item/23819618/cf95ceb5-6d1a-4561-a59b-2eda14b64097,https://images.blocketcdn.se/dynamic/default/item/23596812/dbc8ed6a-dab6-4d93-9f52-3c18bcc5d214
110,stol,0.30-0.45,0.4106,38735,47678,blocket,blocket,JÄRVFJÄLLET kontorsstol i svart läder nästan som Ny,"Ikea Bergmund barstolar, 3 stycken",995.0,250.0,https://images.blocketcdn.se/dynamic/default/item/24558310/947d8a49-4d28-4591-b4e8-ae823d2a95a9,https://images.blocketcdn.se/dynamic/default/item/23934958/03111179-f671-4ad1-b04d-bf0c55abd501
111,stol,0.45-0.60,0.4846,47175,55173,blocket,blocket,"Vintage pinnstol i massivt trä, troligt Nässjö Stolsfabrik",Antika köksstolar,800.0,400.0,https://images.blocketcdn.se/dynamic/default/item/24528197/c15a3cf2-b4da-4c4f-a933-167f7cb5389d,https://images.blocketcdn.se/dynamic/default/item/23493773/3cf2c08d-8622-46b4-82a5-11a461fabbed
112,stol,0.45-0.60,0.5635,56719,55345,blocket,blocket,Stolar,Fin pinnstol!,500.0,200.0,https://images.blocketcdn.se/dynamic/default/item/23599678/312933f5-b409-42e3-a7ce-dc41abf23837,https://images.blocketcdn.se/dynamic/default/item/23332572/09a053fb-c19a-4fa8-8c5d-9fc411a701eb
113,stol,0.45-0.60,0.5562,53729,85719,blocket,blocket,Matstolar,Svarta utestolar med armstöd,200.0,1200.0,https://images.blocketcdn.se/dynamic/default/item/24501714/a5cc80fb-6103-4399-ace5-334eb1f70e2f,https://images.blocketcdn.se/dynamic/default/item/24459197/0f184923-d90f-4c62-903e-6971a5463fba
114,stol,0.45-0.60,0.4973,88699,92014,blocket,blocket,Brun stor gungstol,Stolar antika,500.0,500.0,https://images.blocketcdn.se/dynamic/default/item/24740483/84a9d31d-4ae5-4913-bfbb-267d25d5a6ba,https://images.blocketcdn.se/dynamic/default/item/24760506/32baf20f-72a2-4f3b-b290-fd25a6358a62
115,stol,0.45-0.60,0.4888,57128,35807,blocket,blocket,"Göran Malmvall - 4st stolar, furu, Svensk Fur",Brafab stolar,375.0,200.0,https://images.blocketcdn.se/dynamic/default/item/24568767/441f959c-dd15-42b3-8668-d151c449a02b,https://images.blocketcdn.se/dynamic/default/item/24487983/ed52561e-0786-4a57-b785-3c74f959f567
116,stol,0.60-0.75,0.6875,42308,13635,blocket,blocket,Svart matstol med träben,Svarta sammetsstolar,200.0,900.0,https://images.blocketcdn.se/dynamic/default/item/22842742/2f1d85cc-b9ff-4e56-b143-211a253fe2df,https://images.blocketcdn.se/dynamic/default/item/23404782/b72f6160-d783-4239-800a-c90296465c6a
117,stol,0.60-0.75,0.6338,51810,91218,blocket,blocket,Kontorsstol / arbetsstol med hög rygg (Sitland spririt executive),Ikea kontorsstol,2200.0,200.0,https://images.blocketcdn.se/dynamic/default/item/23332051/66ec668c-3bcb-4d65-8194-e809e920ce4f,https://images.blocketcdn.se/dynamic/default/item/24746255/8bec223e-8142-41a2-8986-a7fb75d1079a
118,stol,0.60-0.75,0.6387,2540,57577,auctionet,blocket,"STOL, gustavianskt stockholmsarbete, Melchior Lundberg d.ä.:s art, Svenska modellen, träsk",Retro pinnstolar 2 st,3200.0,600.0,https://images.auctionet.com/thumbs/mini_item_5011576_d3466bf8b0.jpg,https://images.blocketcdn.se/dynamic/default/item/23690810/53bfef5f-ef6f-4a61-bb74-39f1abcf2b56
119,stol,0.60-0.75,0.6196,35807,2753,blocket,auctionet,Brafab stolar,"STOLAR 4 stycken, Bauhausmodell, 1900-talets andra hälft.",200.0,1050.0,https://images.blocketcdn.se/dynamic/default/item/24487983/ed52561e-0786-4a57-b785-3c74f959f567,https://images.auctionet.com/thumbs/mini_item_4910970_d9ddc30971.jpg
120,stol,0.60-0.75,0.6353,57022,12562,blocket,blocket,Skrivbordsstol tidigt 1900 tal,LAGERREA! Stol Med Armstöd I Vit Massivt Trä,1500.0,1295.0,https://images.blocketcdn.se/dynamic/default/item/24673734/25e69124-12a8-4fef-83e7-3b0401edc0d2,https://images.blocketcdn.se/dynamic/default/item/22372948/2c685630-2200-4f11-94ef-03792a9b9a46
121,stol,0.75-0.92,0.8555,38735,43395,blocket,blocket,JÄRVFJÄLLET kontorsstol i svart läder nästan som Ny,Datorstol,995.0,300.0,https://images.blocketcdn.se/dynamic/default/item/24558310/947d8a49-4d28-4591-b4e8-ae823d2a95a9,https://images.blocketcdn.se/dynamic/default/item/24677901/807fbe1c-c5aa-4adb-a66e-ee4ae5041572
122,stol,0.75-0.92,0.752,46742,54393,blocket,blocket,Norsktillverkad kontorsstol,Kinnarps / Hydraulisk frisörstol,500.0,290.0,https://images.blocketcdn.se/dynamic/default/item/23311095/f0ec58f1-b507-4c7f-b7ec-22b2fc96f2ec,https://images.blocketcdn.se/dynamic/default/item/24135718/68eb49d7-d8b1-4008-91e6-a32300ae94ba
123,stol,0.75-0.92,0.7749,44706,42370,blocket,blocket,köksstolar,"Trästolar, vita 4st",250.0,50.0,https://images.blocketcdn.se/dynamic/default/item/23679224/4cdb926c-4400-41d5-806c-5ca7b29f14dd,https://images.blocketcdn.se/dynamic/default/item/24387736/30ae7f2e-968d-41fc-9b5d-18fd085ac984
124,stol,0.75-0.92,0.7563,12504,58196,blocket,blocket,NeueChair skrivbordsstol – NY i förpackning,"Herman Miller skrivbordsstol, grå",7000.0,3000.0,https://images.blocketcdn.se/dynamic/default/item/20194841/1b28dbc7-638c-45ec-9278-54f0635225ce,https://images.blocketcdn.se/dynamic/default/item/21185806/dc827ca2-ee86-4ed9-ba81-f21a27e82a8d
125,stol,0.75-0.92,0.8423,36603,47607,blocket,blocket,Kontorsstol från Ikea Renberget,3st kontorsstolar,400.0,233.0,https://images.blocketcdn.se/dynamic/default/item/23558906/5b84ec6f-44c1-4343-9c87-a7c239e2af2a,https://images.blocketcdn.se/dynamic/default/item/17830843/bfd5c09e-d2b5-44fb-937a-db82d2240f32
126,hylla,0.20-0.30,0.2222,9092,62021,auctionet,blocket,"SKÅP, målad furu, 1800-tal.",Vitrinskåp i trä med glasdörr,1000.0,3000.0,https://images.auctionet.com/thumbs/mini_item_5061069_21f730a346.jpg,https://images.blocketcdn.se/dynamic/default/item/21884199/8cdbeb55-7052-47f8-9ca7-2d979bdf1de5
127,hylla,0.20-0.30,0.2198,9453,59808,auctionet,blocket,"BOKHYLLA, Bräntorps Industrier, Nybro, 1960-tal.",Bokhylla Billy,2500.0,700.0,https://images.auctionet.com/thumbs/mini_item_4854193_c4ca9484de.jpg,https://images.blocketcdn.se/dynamic/default/item/24140292/2dc491af-038c-4abb-b8ad-d481cdeaf6f2
128,hylla,0.20-0.30,0.2874,69664,70389,blocket,blocket,Kallax hylla / bokhylla,"Exklusivt vitrinskåp i mahogny, modell K72",200.0,3000.0,https://images.blocketcdn.se/dynamic/default/item/23764336/638be758-14a3-4087-b46a-d017937618a8,https://images.blocketcdn.se/dynamic/default/item/24666990/436fc84d-94c5-4d1a-b57c-fade2403bab1
129,hylla,0.20-0.30,0.2358,71784,72352,blocket,blocket,4 pax garderober i ek färg,Elfa garderobsskåp grå med trädörrkarm,3000.0,350.0,https://images.blocketcdn.se/dynamic/default/item/24187344/009fb7a8-94d0-4c74-b0a4-2009cc0ce731,https://images.blocketcdn.se/dynamic/default/item/23187134/e61a2ce0-b599-49d2-adfe-e243083298e7
130,hylla,0.20-0.30,0.2578,58707,81523,blocket,blocket,Bokhylla Billy ek,"SKÅP /SERVERINGSSKÅP, rokokostil,",450.0,800.0,https://images.blocketcdn.se/dynamic/default/item/24708212/a435408b-7b77-4ba5-92bc-bc3b8382b54e,https://images.blocketcdn.se/dynamic/default/item/23914066/30f30148-d4b6-440e-9b80-9179a93e9b9a
131,hylla,0.30-0.45,0.3513,17918,9098,blocket,auctionet,Vitrinskåp,"HÖRNSKÅP, bemålad, furu, 18/1900-tal.",1000.0,300.0,https://images.blocketcdn.se/dynamic/default/item/23576546/e7d7c1b9-ecf9-4d0a-8069-6802f94387c5,https://images.auctionet.com/thumbs/mini_item_4760265_e72f753800.jpg
132,hylla,0.30-0.45,0.3096,84559,48073,blocket,blocket,Hylla - prydnad förvaring balkong/terass,Runt bord med hylla,700.0,688.0,https://images.blocketcdn.se/dynamic/default/item/21502794/28a6ebe0-91c5-40f9-b626-63c28f81368c,https://images.blocketcdn.se/dynamic/default/item/23277007/7de49da2-bf87-4ff5-b924-a1f5205cbaa6
133,hylla,0.30-0.45,0.3186,68323,61717,blocket,blocket,Skåp förvaringsskåp svart med glasdörr,Porslinsskåp med hyllor och lådor,150.0,2000.0,https://images.blocketcdn.se/dynamic/default/item/21890859/797b0cc3-887e-40ff-a71b-a0cd8cb93a7b,https://images.blocketcdn.se/dynamic/default/item/24611868/7fef8d34-6da9-4b50-90b5-307eb47671b2
134,hylla,0.30-0.45,0.3738,60848,63795,blocket,blocket,Vägg hyllor,Hylla ekenabben,40.0,250.0,https://images.blocketcdn.se/dynamic/default/item/23318587/b81cb0a9-e8f2-43bd-8816-4bde4d1c61e0,https://images.blocketcdn.se/dynamic/default/item/24011603/2d43ed5f-776c-4971-8db3-61b244abfcc5
135,hylla,0.30-0.45,0.3711,61612,76953,blocket,blocket,Bokhylla Nordform,Vitrinskåp,1500.0,600.0,https://images.blocketcdn.se/dynamic/default/item/18754437/41d43e75-0051-4fe0-8474-9be2eae9ba28,https://images.blocketcdn.se/dynamic/default/item/24625257/b5b0159c-63df-4d5f-a819-c8175c2d7904
136,hylla,0.45-0.60,0.4697,14426,62722,blocket,blocket,Skohylla,Hatthylla + skohylla,100.0,400.0,https://images.blocketcdn.se/dynamic/default/item/23373251/655d26af-943d-4b4f-ba29-1c9d0dfc5662,https://images.blocketcdn.se/dynamic/default/item/24608881/975e645c-9dd2-4d50-8817-42d25fb2ef7d
137,hylla,0.45-0.60,0.5674,62558,68654,blocket,blocket,2 st IKEA Billy Bokhyllor av äldre modell.,hylla säljes,175.0,30.0,https://images.blocketcdn.se/dynamic/default/item/24663533/c9f162c7-d8d6-4058-9405-163a674d55b3,https://images.blocketcdn.se/dynamic/default/item/19849546/951b1e52-62b1-4c1f-ac1d-a68b6afca67f
138,hylla,0.45-0.60,0.5405,67055,72739,blocket,blocket,Linneskåp swedish modern 50-tal,Klädskåp,1500.0,1000.0,https://images.blocketcdn.se/dynamic/default/item/23774346/d53c124a-500e-4bcc-b0c4-6f32f3896301,https://images.blocketcdn.se/dynamic/default/item/24250467/42121aa8-16ee-4f80-9dd7-f07940ee1119
139,hylla,0.45-0.60,0.4631,65249,69711,blocket,blocket,IKEA Kallax hyllor i björk,Hörnvitrinskåp från IKEA,800.0,300.0,https://images.blocketcdn.se/dynamic/default/item/24487752/ed8c3215-6c81-4282-af84-5311781a8381,https://images.blocketcdn.se/dynamic/default/item/23691726/0e79c691-d507-44ed-b67e-db9fc3c9419e
140,hylla,0.45-0.60,0.5723,62558,66504,blocket,blocket,2 st IKEA Billy Bokhyllor av äldre modell.,IKEA vitrinskåp i furu med glasdörrar,175.0,999.0,https://images.blocketcdn.se/dynamic/default/item/24663533/c9f162c7-d8d6-4058-9405-163a674d55b3,https://images.blocketcdn.se/dynamic/default/item/24624968/3f3d7630-3336-441e-9e8e-d7fee24ba599
141,hylla,0.60-0.75,0.6899,76953,9123,blocket,auctionet,Vitrinskåp,"SKÅP, furu, Sverige, 1900-talets andra hälft.",600.0,300.0,https://images.blocketcdn.se/dynamic/default/item/24625257/b5b0159c-63df-4d5f-a819-c8175c2d7904,https://images.auctionet.com/thumbs/mini_item_4825766_8b15fd0b24.jpg
142,hylla,0.60-0.75,0.6572,69080,92407,blocket,blocket,Hylla/hatthylla,Bokhylla från Mio,75.0,300.0,https://images.blocketcdn.se/dynamic/default/item/24235347/25bd249f-9f53-4f96-bb71-7794137c7f39,https://images.blocketcdn.se/dynamic/default/item/24747961/a7b9a5b3-320b-4e02-9ff0-5de6c7e34b05
143,hylla,0.60-0.75,0.6694,9354,8647,auctionet,auctionet,"BOKHYLLA, 2 delar, MTP-serien, Ikea, 1960-tal. marian grabinski","BOKSKÅP, nyrenässans, 1800-tal.",1124.0,5000.0,https://images.auctionet.com/thumbs/mini_item_4744553_a8898ce2e2.jpg,https://images.auctionet.com/thumbs/mini_item_4832413_58d5673c92.jpg
144,hylla,0.60-0.75,0.7075,9276,8561,auctionet,auctionet,"VITRINSKÅP, vitlaserad, glasade dörrar med bakomliggande hyllplan i glas, månformat krön, ","VITRINSKÅP, 1900-tal, mahogny, glasade sidor, dörr med spröjs, benställning med skuren dek",7003.0,2500.0,https://images.auctionet.com/thumbs/mini_item_4797774_0388f6b147.jpg,https://images.auctionet.com/thumbs/mini_item_4818201_0fe0bcfbec.jpg
145,hylla,0.60-0.75,0.6523,60384,68410,blocket,blocket,Hylla 140x50,Äldre bokhylla IKEA Markör,500.0,300.0,https://images.blocketcdn.se/dynamic/default/item/23719721/1d535422-48e1-4311-9744-ee68dcf68c9a,https://images.blocketcdn.se/dynamic/default/item/24611549/2f3dd27f-13fe-4828-b2e2-8fbbba6f881a
146,hylla,0.75-0.92,0.7515,8102,9453,auctionet,auctionet,"BOKHYLLOR, 3 sektioner, 1900-talets mitt, teak.","BOKHYLLA, Bräntorps Industrier, Nybro, 1960-tal.",1927.0,2500.0,https://images.auctionet.com/thumbs/mini_item_4883751_14affeb585.jpg,https://images.auctionet.com/thumbs/mini_item_4854193_c4ca9484de.jpg
147,hylla,0.75-0.92,0.8828,59811,58707,blocket,blocket,Bokhylla Billy,Bokhylla Billy ek,200.0,450.0,https://images.blocketcdn.se/dynamic/default/item/24136765/72294ffe-1519-4fee-870d-d74d9d746ac7,https://images.blocketcdn.se/dynamic/default/item/24708212/a435408b-7b77-4ba5-92bc-bc3b8382b54e
148,hylla,0.75-0.92,0.75,8025,89789,auctionet,blocket,"BOKHYLLA, teak, 1950/1960-tal.",Billy bokhylla,3200.0,50.0,https://images.auctionet.com/thumbs/mini_item_4915940_69bf117260.jpg,https://images.blocketcdn.se/dynamic/default/item/24733467/0406be9b-1302-4b9f-8ad9-3bbb2f6bbd09
149,hylla,0.75-0.92,0.8071,72853,13967,blocket,blocket,IKEA HÖRDA SKÅP,Bokhylla JYSK RUDERSDAL,50.0,500.0,https://images.blocketcdn.se/dynamic/default/item/22233120/8b6bb96d-1245-4a4c-8b33-1aa16ab0a072,https://images.blocketcdn.se/dynamic/default/item/24424542/2164baae-0fc7-473d-88f5-2b0b7234098a
150,hylla,0.75-0.92,0.8711,8706,9833,auctionet,auctionet,"BOKSKÅP, ek, jugend, 1900-talets första hälft.","Vitrinskåp, ""Krus"", Westbergs möbler, Tranås., tvådelat, underskåp med infälld dekor. yngv",2850.0,3850.0,https://images.auctionet.com/thumbs/mini_item_4891499_d617d1714b.jpg,https://images.auctionet.com/thumbs/mini_item_5039706_819d53c894.jpg
151,byrå,0.20-0.30,0.2756,14322,92342,blocket,blocket,Oöppnad Byrå/skänk i Furu 80 cm,Två fina sängbord i metall.,1800.0,350.0,https://images.blocketcdn.se/dynamic/default/item/20493375/76a17bb8-8692-4dd5-a0c8-c953ae013b67,https://images.blocketcdn.se/dynamic/default/item/22782140/3cdb1857-a0e2-4200-902c-2de6f76d70bf
