variant,label,similarity,a_row,b_row,a_model,b_model,a_size,b_size,a_source,b_source,a_url,b_url,a_name,b_name,label_detail
bäddsoffa,samma_modell,0.384,73139,76074,hemnes,hemnes,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24715060/847a2ed9-0eca-4bcf-9615-667cc0709054,https://images.blocketcdn.se/dynamic/default/item/24579423/0103ff17-3c25-40f3-a9e2-3cc88c410156,Bäddsoffa och madrasser säljs,"IKEA Hemnes Bäddsoffa/Dagbädd, utdragbar",samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.8096,30091,31005,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24717877/6f0c8e01-24cd-40d2-ab8b-f2ee48b2da76,https://images.blocketcdn.se/dynamic/default/item/24015459/fcec20e3-d3b5-43ea-aefb-d56f71019a81,IKEA FRIHETEN bäddsoffa med förvaring + 5 kuddar,Friheten bäddsoffa från Ikea,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.3992,23046,28495,kivik,kivik,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24635186/4e80ffda-1083-464c-9b3e-1c65bf07aff5,https://images.blocketcdn.se/dynamic/default/item/20442248/c20828da-4b4f-455b-9ab6-64b11998339d,KIVIK 1-sits bäddsoffa/fåtölj,fåtölj bäddsoffa 1 sits,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.7344,26717,31910,vimle,vimle,4-sits,2-sits,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/20153675/5370766a-9756-4f81-8bc3-2477f0e60176,https://images.blocketcdn.se/dynamic/default/item/24480945/a2750234-7d8e-4267-b894-513b51de1ae9,IKEA Vimle 4-sitsig bäddsoffa & fotpall – som ny,IKEA Vimle 2-sits bäddsoffa (2023),samma_modell_annan_variant
bäddsoffa,samma_modell,0.7969,24222,24961,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23961709/584dbc2e-0e23-421a-9e4d-f0aa84dbdb6b,https://images.blocketcdn.se/dynamic/default/item/18008224/082b52f6-657f-4cec-a153-9c5c2797efbb,Bäddsoffa Friheten,"FRIHETEN av IKEA, toppenfin bäddsoffa",samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.8389,25267,26717,vimle,vimle,,4-sits,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24647651/a65ff77b-ee22-4c19-beb4-e9310d597632,https://images.blocketcdn.se/dynamic/default/item/20153675/5370766a-9756-4f81-8bc3-2477f0e60176,Vimle Bäddsoffa i fint skick,IKEA Vimle 4-sitsig bäddsoffa & fotpall – som ny,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.5181,25233,26461,vimle,vimle,,3-sits,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24676110/dcff013b-924e-4fb5-8ee7-24af2123aef5,https://images.blocketcdn.se/dynamic/default/item/24122519/063eee1a-da3f-43a9-a109-af80110ccd93,IKEA Vimle bäddsoffa mörkblå,Ikea Vimle bäddsoffa 3-sits,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.6353,23896,25183,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24201737/9217d52c-f068-44f7-9e92-8705a2f34994,https://images.blocketcdn.se/dynamic/default/item/24715464/44ffae19-9c91-4ebe-9a34-4a04cfbf9b71,"IKEA FRIHETEN bäddsoffa – grå, mycket fint skick",”Friheten” hörnbäddsoffa från Ikea med förvaring.,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.3904,22855,24961,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/21455493/f344637d-53c1-4925-af05-6ec0a2d7c45c,https://images.blocketcdn.se/dynamic/default/item/18008224/082b52f6-657f-4cec-a153-9c5c2797efbb,Ikea bäddsoffa Friheten 2st 2500kr/st,"FRIHETEN av IKEA, toppenfin bäddsoffa",samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.7798,24222,30091,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23961709/584dbc2e-0e23-421a-9e4d-f0aa84dbdb6b,https://images.blocketcdn.se/dynamic/default/item/24717877/6f0c8e01-24cd-40d2-ab8b-f2ee48b2da76,Bäddsoffa Friheten,IKEA FRIHETEN bäddsoffa med förvaring + 5 kuddar,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.7637,90959,91025,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24760610/abc3d4ae-afb8-40f5-8c23-a782d814a681,https://images.blocketcdn.se/dynamic/default/item/24755236/33407d74-bab3-46c6-93d8-fdfddd602cda,Bäddsoffa IKEA Friheten inklusive bäddmadrass,IKEA bäddsoffa grå Friheten + ryggkudde Klagshamn,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.4956,27381,88488,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24532062/ed1eef11-6cfd-4593-9d0c-589ce946acdd,https://images.blocketcdn.se/dynamic/default/item/24744213/a14e2ccd-0580-4f0c-a6c2-9f67f444d939,Ikea friheten bäddsoffa köepes,Fint Friheten bäddsoffa Ikea,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.4832,22855,88520,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/21455493/f344637d-53c1-4925-af05-6ec0a2d7c45c,https://images.blocketcdn.se/dynamic/default/item/24726428/2c34e1b7-4a6b-4900-9f94-459cd56ca796,Ikea bäddsoffa Friheten 2st 2500kr/st,IKEA FRIHETEN hörnbäddsoffa,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.5669,22855,29469,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/21455493/f344637d-53c1-4925-af05-6ec0a2d7c45c,https://images.blocketcdn.se/dynamic/default/item/24210078/5a790a69-b73f-4ce0-8667-fefa6c8cb516,Ikea bäddsoffa Friheten 2st 2500kr/st,Bäddsoffa friheten i bra skick,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.8281,33441,91067,gronlid,gronlid,3-sits,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24716504/935e2ae8-b8d6-407b-aebb-576b73d4e1b2,https://images.blocketcdn.se/dynamic/default/item/24747851/fdbe02a2-b803-4a29-b63f-163f8b2408d6,3-sits bäddsoffa och fotpall,Grönlid bäddsoffa,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.8032,23733,27606,ektorp,ektorp,2-sits,3-sits,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24308070/eef9cba3-f817-4fec-aaa8-7e0b45c6f5d3,https://images.blocketcdn.se/dynamic/default/item/24393987/0a3fd54c-4087-42ab-9753-29d6d3238693,Bäddsoffa säljes – IKEA EKTORP 2-sits,IKEA Ektorp 3-sits bäddsoffa - mycket bekväm med extra klädsel,samma_modell_annan_variant
bäddsoffa,samma_modell,0.6548,32392,88488,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23832443/947af641-7544-4abc-a87c-548542ffd414,https://images.blocketcdn.se/dynamic/default/item/24744213/a14e2ccd-0580-4f0c-a6c2-9f67f444d939,"IKEA FRIHETEN Hörnbäddsoffa med förvaring, Bomstad svart",Fint Friheten bäddsoffa Ikea,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.7476,12054,24222,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/22872065/58c0c4e6-8c2a-461c-be72-f2ea68490242,https://images.blocketcdn.se/dynamic/default/item/23961709/584dbc2e-0e23-421a-9e4d-f0aa84dbdb6b,Bäddsoffa,Bäddsoffa Friheten,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.625,12054,30749,friheten,friheten,,3-sits,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/22872065/58c0c4e6-8c2a-461c-be72-f2ea68490242,https://images.blocketcdn.se/dynamic/default/item/24279632/c9f6af65-8ddc-4721-8069-4c067a627de6,Bäddsoffa,Brun bäddsoffa 3-sits ikea friheten🤎,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.6396,25883,90944,friheten,friheten,,3-sits,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23756614/2a46957a-740d-4c47-a91f-9cf841dbc521,https://images.blocketcdn.se/dynamic/default/item/24768688/9b531ef0-7596-42fc-8e82-fc5fbfbd82d9,Friheten bäddsoffa,3-sits Bäddsoffa Ikea Friheten svart,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.7261,29959,31650,ektorp,ektorp,2-sits,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23421118/d43f34e7-7328-48de-9cab-743c3a0fa861,https://images.blocketcdn.se/dynamic/default/item/24666961/bf220cb9-a06a-4252-816c-ccfa81c9f74c,IKEA Ektorp bäddsoffa 2-sits,Ektorp Hörn/Bäddsoffa,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.5093,7795,23733,ektorp,ektorp,2-sits,2-sits,auctionet,blocket,https://images.auctionet.com/thumbs/mini_item_4808232_7e289cc31f.jpg,https://images.blocketcdn.se/dynamic/default/item/24308070/eef9cba3-f817-4fec-aaa8-7e0b45c6f5d3,"BÄDDSOFFA, 2-sits, ""Ektorp"", IKEA, överdragsklädsel från Bemz, 1990-tal.",Bäddsoffa säljes – IKEA EKTORP 2-sits,samma_modell_samma_variant
bäddsoffa,samma_modell,0.6768,7795,29959,ektorp,ektorp,2-sits,2-sits,auctionet,blocket,https://images.auctionet.com/thumbs/mini_item_4808232_7e289cc31f.jpg,https://images.blocketcdn.se/dynamic/default/item/23421118/d43f34e7-7328-48de-9cab-743c3a0fa861,"BÄDDSOFFA, 2-sits, ""Ektorp"", IKEA, överdragsklädsel från Bemz, 1990-tal.",IKEA Ektorp bäddsoffa 2-sits,samma_modell_samma_variant
bäddsoffa,samma_modell,0.6108,30397,30771,hemnes,hemnes,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24572730/bd486633-0a0b-4782-be49-e64ecadbc4a1,https://images.blocketcdn.se/dynamic/default/item/24264666/cb367ef2-1a73-44bb-864e-063bdb56bbe6,Hemnes Dagbädd/bäddsoffa,Hemnes Bäddsoffa - inkl. Madrasser,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.4753,24703,29310,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23616591/70296ba0-d191-4a70-8b73-c6a584ff6e3f,https://images.blocketcdn.se/dynamic/default/item/21320426/d5bf0905-bd01-4111-85e2-58200707dc28,IKEA bäddsoffa - FRIHETEN (bed sofa),Hörnbäddsoffa från Ikea med förvaring,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.6172,12117,25373,vimle,vimle,2-sits,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/22705475/448ff94b-2b30-4732-9132-dbd9f84c0e58,https://images.blocketcdn.se/dynamic/default/item/24551236/fff87a60-fd0c-4e28-99ba-7adaff277b09,Vimle 2 sits bäddsoffa i kartong,Bäddsoffa IKEA VIMLE.,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.5894,29171,31005,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24515658/87d8d16e-1bcb-4c3d-9c83-05e50784823e,https://images.blocketcdn.se/dynamic/default/item/24015459/fcec20e3-d3b5-43ea-aefb-d56f71019a81,Ikea bäddsoffa Friheten,Friheten bäddsoffa från Ikea,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.8345,23214,30738,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24568821/9848aa8c-b32c-4083-83bf-a34b6e3f7a32,https://images.blocketcdn.se/dynamic/default/item/24291005/2e3abbfa-d0a3-4c88-a8f2-133bf645fc9a,Friheten bäddsoffa från IKEA,IKEA Friheten Hörnbäddsoffa - Bra skick,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.5522,23075,25638,friheten,friheten,3-sits,divan,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24622241/564da252-2dfb-44ae-ba2f-c9adc4590292,https://images.blocketcdn.se/dynamic/default/item/24187972/3d594cbd-31aa-416b-a427-432e9b8ccebf,Friheten bäddsoffa IKEA 3-sits inkl bäddmadrass,Bäddsoffa - hemkörning vid snabb affär,samma_modell_annan_variant
bäddsoffa,samma_modell,0.6074,23075,31094,friheten,friheten,3-sits,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24622241/564da252-2dfb-44ae-ba2f-c9adc4590292,https://images.blocketcdn.se/dynamic/default/item/23892595/e0710f75-7af9-4e38-964d-aa468658e649,Friheten bäddsoffa IKEA 3-sits inkl bäddmadrass,Bäddsoffa friheten serien,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.7441,22823,91025,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/22756463/4b8ccac8-203d-4640-a02b-18341f5f26d1,https://images.blocketcdn.se/dynamic/default/item/24755236/33407d74-bab3-46c6-93d8-fdfddd602cda,Snygg bäddsoffa,IKEA bäddsoffa grå Friheten + ryggkudde Klagshamn,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.6152,23641,28911,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24377958/0dec043d-4152-4281-81a7-ef0e97e4dcc0,https://images.blocketcdn.se/dynamic/default/item/24688538/1628cd5a-30cc-41dc-bdb0-38209aa5f3d4,Bäddsoffa IKEA Friheten,Bäddsoffa,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.5391,12117,25233,vimle,vimle,2-sits,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/22705475/448ff94b-2b30-4732-9132-dbd9f84c0e58,https://images.blocketcdn.se/dynamic/default/item/24676110/dcff013b-924e-4fb5-8ee7-24af2123aef5,Vimle 2 sits bäddsoffa i kartong,IKEA Vimle bäddsoffa mörkblå,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.7441,25183,31005,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24715464/44ffae19-9c91-4ebe-9a34-4a04cfbf9b71,https://images.blocketcdn.se/dynamic/default/item/24015459/fcec20e3-d3b5-43ea-aefb-d56f71019a81,”Friheten” hörnbäddsoffa från Ikea med förvaring.,Friheten bäddsoffa från Ikea,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.4636,32342,88488,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/22122020/192341af-ff77-4131-930e-73df97cc6b34,https://images.blocketcdn.se/dynamic/default/item/24744213/a14e2ccd-0580-4f0c-a6c2-9f67f444d939,IKEA FRIHETEN bäddsoffa med förvaring – svart,Fint Friheten bäddsoffa Ikea,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.8394,12117,26438,vimle,vimle,2-sits,5-sits,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/22705475/448ff94b-2b30-4732-9132-dbd9f84c0e58,https://images.blocketcdn.se/dynamic/default/item/24185913/67390b76-a0d8-48ef-a9e7-f3be1b5e1ad7,Vimle 2 sits bäddsoffa i kartong,"5 sits hörnsoffa/bäddsoffa från Ikea Vimle, inköpt 2022",samma_modell_annan_variant
bäddsoffa,samma_modell,0.7607,12054,28911,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/22872065/58c0c4e6-8c2a-461c-be72-f2ea68490242,https://images.blocketcdn.se/dynamic/default/item/24688538/1628cd5a-30cc-41dc-bdb0-38209aa5f3d4,Bäddsoffa,Bäddsoffa,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.6733,24961,88351,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/18008224/082b52f6-657f-4cec-a153-9c5c2797efbb,https://images.blocketcdn.se/dynamic/default/item/24733174/afd5f491-76d1-4eb7-a506-226c366c7120,"FRIHETEN av IKEA, toppenfin bäddsoffa",FRIHETEN Bäddsoffa med förvaring – Skiftebo mörkgrå,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.1223,29331,34442,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24358679/3c868006-eb9a-4dce-87c4-026ff7e38152,https://images.blocketcdn.se/dynamic/default/item/24193569/cfe76dfe-236c-4986-9664-a49f75742ae5,Bäddsoffa från Ikea . Friheten,Hörnbäddsoffa med förvaring IKEA,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.6963,29788,32392,friheten,friheten,divan,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23734654/ddff3ddf-21ef-40ea-b163-7a2516f7620b,https://images.blocketcdn.se/dynamic/default/item/23832443/947af641-7544-4abc-a87c-548542ffd414,Bäddsoffa IKEA FRIHETEN,"IKEA FRIHETEN Hörnbäddsoffa med förvaring, Bomstad svart",samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.5,25783,28562,vimle,vimle,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23947560/13887aed-ff2d-448c-b1d1-568a5e85647d,https://images.blocketcdn.se/dynamic/default/item/23524685/eefd8e9c-c41c-4848-aa4a-a689d2ca0f2a,Bäddsoffa i svart skinn. Mod Vimle från IKEA,Bäddsoffa Vimle,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.7734,29504,30091,friheten,friheten,3-sits,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24167379/13811568-c494-496e-955d-d479488205d4,https://images.blocketcdn.se/dynamic/default/item/24717877/6f0c8e01-24cd-40d2-ab8b-f2ee48b2da76,"3-sits bäddsoffa med förvaring, IKEA Friheten",IKEA FRIHETEN bäddsoffa med förvaring + 5 kuddar,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.7065,23896,31094,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24201737/9217d52c-f068-44f7-9e92-8705a2f34994,https://images.blocketcdn.se/dynamic/default/item/23892595/e0710f75-7af9-4e38-964d-aa468658e649,"IKEA FRIHETEN bäddsoffa – grå, mycket fint skick",Bäddsoffa friheten serien,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.7441,21479,25783,vimle,vimle,3-sits,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24306526/4a7169f4-9663-4da9-9a09-c37a99a93335,https://images.blocketcdn.se/dynamic/default/item/23947560/13887aed-ff2d-448c-b1d1-568a5e85647d,VIMLE 3-sits bäddsoffa,Bäddsoffa i svart skinn. Mod Vimle från IKEA,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.6094,23641,31005,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24377958/0dec043d-4152-4281-81a7-ef0e97e4dcc0,https://images.blocketcdn.se/dynamic/default/item/24015459/fcec20e3-d3b5-43ea-aefb-d56f71019a81,Bäddsoffa IKEA Friheten,Friheten bäddsoffa från Ikea,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.8013,31319,31740,gronlid,gronlid,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23540901/681e506e-e48f-4ad8-89ad-ca5ba61ed18c,https://images.blocketcdn.se/dynamic/default/item/24613065/f3f6f4a0-1bde-4f0b-a101-d7a1f8279541,Grönlid bäddsoffa från IKEA,IKEA GRÖNLID Hörn bäddsoffa (140 säng) med förvaring – mycket fint skick,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.7954,31094,88520,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23892595/e0710f75-7af9-4e38-964d-aa468658e649,https://images.blocketcdn.se/dynamic/default/item/24726428/2c34e1b7-4a6b-4900-9f94-459cd56ca796,Bäddsoffa friheten serien,IKEA FRIHETEN hörnbäddsoffa,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.7217,12054,88488,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/22872065/58c0c4e6-8c2a-461c-be72-f2ea68490242,https://images.blocketcdn.se/dynamic/default/item/24744213/a14e2ccd-0580-4f0c-a6c2-9f67f444d939,Bäddsoffa,Fint Friheten bäddsoffa Ikea,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.8984,25267,88590,vimle,vimle,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24647651/a65ff77b-ee22-4c19-beb4-e9310d597632,https://images.blocketcdn.se/dynamic/default/item/24733574/bc0bc88b-0f7b-4595-a67e-be4bcf7d7ae1,Vimle Bäddsoffa i fint skick,Bäddsoffa VIMLE IKEA,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.5723,30091,32342,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24717877/6f0c8e01-24cd-40d2-ab8b-f2ee48b2da76,https://images.blocketcdn.se/dynamic/default/item/22122020/192341af-ff77-4131-930e-73df97cc6b34,IKEA FRIHETEN bäddsoffa med förvaring + 5 kuddar,IKEA FRIHETEN bäddsoffa med förvaring – svart,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.6528,32342,88520,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/22122020/192341af-ff77-4131-930e-73df97cc6b34,https://images.blocketcdn.se/dynamic/default/item/24726428/2c34e1b7-4a6b-4900-9f94-459cd56ca796,IKEA FRIHETEN bäddsoffa med förvaring – svart,IKEA FRIHETEN hörnbäddsoffa,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.7764,21479,25267,vimle,vimle,3-sits,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24306526/4a7169f4-9663-4da9-9a09-c37a99a93335,https://images.blocketcdn.se/dynamic/default/item/24647651/a65ff77b-ee22-4c19-beb4-e9310d597632,VIMLE 3-sits bäddsoffa,Vimle Bäddsoffa i fint skick,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.8135,29469,31094,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24210078/5a790a69-b73f-4ce0-8667-fefa6c8cb516,https://images.blocketcdn.se/dynamic/default/item/23892595/e0710f75-7af9-4e38-964d-aa468658e649,Bäddsoffa friheten i bra skick,Bäddsoffa friheten serien,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.5708,23214,24703,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24568821/9848aa8c-b32c-4083-83bf-a34b6e3f7a32,https://images.blocketcdn.se/dynamic/default/item/23616591/70296ba0-d191-4a70-8b73-c6a584ff6e3f,Friheten bäddsoffa från IKEA,IKEA bäddsoffa - FRIHETEN (bed sofa),samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.645,31886,34876,gronlid,gronlid,3-sits,3-sits,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24508793/3695f19a-659f-4108-916a-7a8b9f60e85a,https://images.blocketcdn.se/dynamic/default/item/23834783/37120d2f-a4b8-46d9-b654-61aea9150698,IKEA Grönlid bäddsoffa 3-sits grön,GRÖNLID - IKEA 3-sits bäddsoffa + puff med förvaring,samma_modell_samma_variant
bäddsoffa,samma_modell,0.4846,27381,30749,friheten,friheten,,3-sits,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24532062/ed1eef11-6cfd-4593-9d0c-589ce946acdd,https://images.blocketcdn.se/dynamic/default/item/24279632/c9f6af65-8ddc-4721-8069-4c067a627de6,Ikea friheten bäddsoffa köepes,Brun bäddsoffa 3-sits ikea friheten🤎,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.5942,32392,33918,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23832443/947af641-7544-4abc-a87c-548542ffd414,https://images.blocketcdn.se/dynamic/default/item/24527142/0317eb63-5822-441a-9188-818316fa577e,"IKEA FRIHETEN Hörnbäddsoffa med förvaring, Bomstad svart",IKEA FRIHETEN Bäddsoffa med förvaring,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.8018,29115,31094,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24550855/d56611b7-79b8-4db7-bcd5-fb148c5f6319,https://images.blocketcdn.se/dynamic/default/item/23892595/e0710f75-7af9-4e38-964d-aa468658e649,"IKEA FRIHETEN Hörnbädd soffa med förvaring, Skiftebo mörkgrå",Bäddsoffa friheten serien,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.8711,31910,88590,vimle,vimle,2-sits,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24480945/a2750234-7d8e-4267-b894-513b51de1ae9,https://images.blocketcdn.se/dynamic/default/item/24733574/bc0bc88b-0f7b-4595-a67e-be4bcf7d7ae1,IKEA Vimle 2-sits bäddsoffa (2023),Bäddsoffa VIMLE IKEA,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.5454,30091,90944,friheten,friheten,,3-sits,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24717877/6f0c8e01-24cd-40d2-ab8b-f2ee48b2da76,https://images.blocketcdn.se/dynamic/default/item/24768688/9b531ef0-7596-42fc-8e82-fc5fbfbd82d9,IKEA FRIHETEN bäddsoffa med förvaring + 5 kuddar,3-sits Bäddsoffa Ikea Friheten svart,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.6226,28911,88351,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24688538/1628cd5a-30cc-41dc-bdb0-38209aa5f3d4,https://images.blocketcdn.se/dynamic/default/item/24733174/afd5f491-76d1-4eb7-a506-226c366c7120,Bäddsoffa,FRIHETEN Bäddsoffa med förvaring – Skiftebo mörkgrå,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.7036,22823,88488,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/22756463/4b8ccac8-203d-4640-a02b-18341f5f26d1,https://images.blocketcdn.se/dynamic/default/item/24744213/a14e2ccd-0580-4f0c-a6c2-9f67f444d939,Snygg bäddsoffa,Fint Friheten bäddsoffa Ikea,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.7808,23896,30125,friheten,friheten,,divan,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24201737/9217d52c-f068-44f7-9e92-8705a2f34994,https://images.blocketcdn.se/dynamic/default/item/24702459/67ef83aa-99e8-4fe6-a0b1-52a87b43bb5c,"IKEA FRIHETEN bäddsoffa – grå, mycket fint skick",IKEA FRIHETEN bäddsoffa,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.6211,24222,29788,friheten,friheten,,divan,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23961709/584dbc2e-0e23-421a-9e4d-f0aa84dbdb6b,https://images.blocketcdn.se/dynamic/default/item/23734654/ddff3ddf-21ef-40ea-b163-7a2516f7620b,Bäddsoffa Friheten,Bäddsoffa IKEA FRIHETEN,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.8179,24961,90932,friheten,friheten,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/18008224/082b52f6-657f-4cec-a153-9c5c2797efbb,https://images.blocketcdn.se/dynamic/default/item/24747324/127b1314-7e29-4f40-9c9b-2a0801eeac15,"FRIHETEN av IKEA, toppenfin bäddsoffa",Bäddsoffa Friheten från IKEA - Hörnsoffa,samma_modell_okänd_storlek
bäddsoffa,samma_modell,0.4695,88488,90944,friheten,friheten,,3-sits,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24744213/a14e2ccd-0580-4f0c-a6c2-9f67f444d939,https://images.blocketcdn.se/dynamic/default/item/24768688/9b531ef0-7596-42fc-8e82-fc5fbfbd82d9,Fint Friheten bäddsoffa Ikea,3-sits Bäddsoffa Ikea Friheten svart,samma_modell_okänd_storlek
