truth_base,truth_type,token,price_kind,blocked,image_share,blind text|type,blind text|base,blind text|source,blind text|kronor,blind text|ratio,text+prior|type,text+prior|base,text+prior|source,text+prior|kronor,text+prior|ratio,bild (familj)|type,bild (familj)|base,bild (familj)|source,bild (familj)|kronor,bild (familj)|ratio,text+prior+bild|type,text+prior+bild|base,text+prior+bild|source,text+prior+bild|kronor,text+prior+bild|ratio,gammal platt klassificerare|type,gammal platt klassificerare|kronor,gammal platt klassificerare|ratio
forvaring,forvaring,besta,asking,1,1.0,,,,,,forvaring,forvaring,prior,0.0,1.0,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,prior,0.0,1.0,okänd,,
forvaring,byra,typ,realized,1,1.0,,,,,,,,,,,forvaring,forvaring,image,824.5,1.683948569058482,forvaring,forvaring,image,824.5,1.683948569058482,byrå,,
forvaring,hylla,bergshult,asking,1,0.497,,,,,,,,,,,,,,,,,,,,,bord,,
forvaring,hylla,string-hylla,asking,1,0.974,,,,,,forvaring,forvaring,prior,,,forvaring,forvaring,image,,,forvaring,forvaring,prior,,,hylla,0.0,1.0
forvaring,hylla,insynsskydd,asking,1,0.371,,,,,,,,,,,,,,,,,,,,,sänggavel,,
forvaring,byra,sengustaviansk,realized,1,1.0,,,,,,,,,,,forvaring,forvaring,image,73.0,0.9635,forvaring,forvaring,image,73.0,0.9635,byrå,,
forvaring,forvaring,brge,realized,1,1.0,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,hylla,1200.0,0.6756756756756757
forvaring,hylla,svenshult,asking,1,0.898,,,,,,stol,stol,prior,,,forvaring,forvaring,image,,,stol,stol,prior,,,hylla,0.0,1.0
forvaring,hylla,1930-tal,realized,1,1.0,,,,,,,,,,,forvaring,forvaring,image,362.5,1.2416666666666667,forvaring,forvaring,image,362.5,1.2416666666666667,hylla,0.0,1.0
forvaring,hylla,elfa,asking,1,1.0,,,,,,forvaring,forvaring,prior,2400.0,7.0,forvaring,forvaring,image,2400.0,7.0,forvaring,forvaring,prior,2400.0,7.0,del/tillbehör,,
forvaring,forvaring,pax,asking,1,0.542,,,,,,forvaring,forvaring,prior,0.0,1.0,,,,,,forvaring,forvaring,prior,0.0,1.0,spegel,750.0,0.4
forvaring,skank,breo,realized,1,0.473,,,,,,,,,,,,,,,,,,,,,byrå,,
forvaring,hylla,trahylla,asking,1,0.515,,,,,,forvaring,forvaring,prior,,,,,,,,forvaring,forvaring,prior,,,hylla,0.0,1.0
forvaring,byra,mindre,asking,1,0.899,,,,,,,,,,,bord,bord,image,150.0,0.7272727272727273,bord,bord,image,150.0,0.7272727272727273,bord,150.0,0.7272727272727273
forvaring,skank,dansk,asking,1,0.943,,,,,,,,,,,forvaring,forvaring,image,5500.0,2.375,forvaring,forvaring,image,5500.0,2.375,byrå,,
forvaring,forvaring,skolskap,realized,1,1.0,,,,,,forvaring,forvaring,prior,0.0,1.0,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,prior,0.0,1.0,hylla,,
forvaring,hylla,1960-tal,asking,1,0.878,,,,,,,,,,,forvaring,forvaring,image,250.0,1.1666666666666667,forvaring,forvaring,image,250.0,1.1666666666666667,hylla,0.0,1.0
forvaring,byra,stenskiva,realized,1,1.0,,,,,,,,,,,forvaring,forvaring,image,350.0,1.411764705882353,forvaring,forvaring,image,350.0,1.411764705882353,byrå,,
forvaring,skank,kave,asking,1,0.974,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,byrå,,
forvaring,forvaring,morkt,asking,1,0.894,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,byrå,,
forvaring,hylla,sockerlador,realized,1,1.0,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,hylla,0.0,1.0
forvaring,hylla,tva,asking,1,0.576,,,,,,,,,,,,,,,,,,,,,bord,100.0,1.2
forvaring,hylla,tavelhyllor,asking,1,0.908,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,hylla,0.0,1.0
forvaring,forvaring,omkladningsskap,asking,1,0.944,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,hylla,,
forvaring,forvaring,vinskap,asking,1,0.403,,,,,,,,,,,,,,,,,,,,,bord,,
forvaring,hylla,mitt,realized,1,1.0,,,,,,forvaring,forvaring,prior,458.0,1.7046153846153846,forvaring,forvaring,image,458.0,1.7046153846153846,forvaring,forvaring,prior,458.0,1.7046153846153846,hylla,0.0,1.0
forvaring,byra,badrumsskap,asking,1,0.659,,,,,,,,,,,,,,,,,,,,,okänd,,
forvaring,hylla,gammalt,asking,1,0.971,,,,,,,,,,,forvaring,forvaring,image,1200.0,0.5555555555555556,forvaring,forvaring,image,1200.0,0.5555555555555556,hylla,0.0,1.0
forvaring,forvaring,jalusiskap,asking,1,0.949,,,,,,forvaring,forvaring,prior,0.0,1.0,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,prior,0.0,1.0,hylla,150.0,0.6666666666666666
forvaring,hylla,bill,asking,1,0.809,,,,,,forvaring,forvaring,prior,,,forvaring,forvaring,image,,,forvaring,forvaring,prior,,,okänd,,
forvaring,vitrin,mio,asking,1,0.623,,,,,,,,,,,,,,,,,,,,,hylla,2100.0,0.16
forvaring,forvaring,forvaring,asking,1,1.0,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,hylla,0.0,1.0
forvaring,forvaring,klassisk,asking,1,0.553,,,,,,,,,,,,,,,,,,,,,okänd,,
forvaring,forvaring,brimnes,asking,1,0.891,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,hylla,200.0,0.7142857142857143
forvaring,hylla,svalnas,asking,1,0.97,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,hylla,0.0,1.0
forvaring,forvaring,gustaviansk-stil,realized,1,1.0,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,hylla,131.0,0.8458823529411764
forvaring,hylla,tidigt,realized,1,1.0,,,,,,,,,,,forvaring,forvaring,image,700.0,1.7,forvaring,forvaring,image,700.0,1.7,okänd,,
forvaring,hylla,kallax,asking,1,0.971,,,,,,forvaring,forvaring,prior,0.0,1.0,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,prior,0.0,1.0,hylla,0.0,1.0
forvaring,forvaring,eket,asking,2,0.975,,,,,,forvaring,forvaring,prior,0.0,1.0,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,prior,0.0,1.0,byrå,,
forvaring,byra,malm,asking,2,0.976,,,,,,,,,,,forvaring,forvaring,image,600.0,2.5,forvaring,forvaring,image,600.0,2.5,byrå,,
forvaring,byra,hemnes,asking,1,1.0,,,,,,,,,,,forvaring,forvaring,image,500.0,0.5454545454545454,forvaring,forvaring,image,500.0,0.5454545454545454,byrå,,
forvaring,hylla,kallax,asking,1,0.939,,,,,,forvaring,forvaring,prior,0.0,1.0,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,prior,0.0,1.0,hylla,0.0,1.0
forvaring,forvaring,badrumsskap,asking,3,0.906,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,hylla,285.0,0.5928571428571429
forvaring,hylla,mitt,realized,1,1.0,,,,,,,,,,,forvaring,forvaring,image,458.0,1.7046153846153846,forvaring,forvaring,image,458.0,1.7046153846153846,byrå,,
forvaring,forvaring,home,asking,1,0.842,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,okänd,,
forvaring,hylla,bank,asking,1,0.641,,,,,,,,,,,,,,,,,,,,,okänd,,
forvaring,forvaring,borjan,realized,1,1.0,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,hylla,500.0,0.75
forvaring,byra,4-lador,asking,1,1.0,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,byrå,,
forvaring,forvaring,metod,asking,1,0.935,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,hylla,2200.0,3.75
forvaring,forvaring,forvaringsskap,asking,1,0.776,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,okänd,,
forvaring,forvaring,svedbergs,asking,1,0.447,,,,,,forvaring,forvaring,prior,0.0,1.0,,,,,,forvaring,forvaring,prior,0.0,1.0,spegel,700.0,1.875
forvaring,hylla,1960-tal,realized,1,0.57,,,,,,,,,,,,,,,,,,,,,hylla,0.0,1.0
forvaring,byra,unik,asking,1,0.437,,,,,,,,,,,,,,,,,,,,,bord,400.0,0.8518518518518519
forvaring,forvaring,efg,asking,1,0.919,,,,,,forvaring,forvaring,prior,0.0,1.0,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,prior,0.0,1.0,hylla,,
forvaring,byra,besta,asking,1,0.814,,,,,,forvaring,forvaring,prior,250.0,0.75,forvaring,forvaring,image,250.0,0.75,forvaring,forvaring,prior,250.0,0.75,byrå,,
forvaring,forvaring,vaggskap,asking,1,1.0,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,hylla,100.0,0.8333333333333334
forvaring,hylla,essem,asking,1,0.671,,,,,,,,,,,,,,,,,,,,,hylla,0.0,1.0
forvaring,vitrin,vackert,asking,1,1.0,,,,,,,,,,,forvaring,forvaring,image,1197.5,0.6966434452184928,forvaring,forvaring,image,1197.5,0.6966434452184928,hylla,1047.5,0.7346421785940469
forvaring,vitrin,vitrinluckor,asking,1,1.0,,,,,,forvaring,forvaring,prior,,,forvaring,forvaring,image,,,forvaring,forvaring,prior,,,hylla,,
forvaring,vitrin,undantaget,asking,1,1.0,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,hylla,,
forvaring,hylla,sektioner,realized,1,1.0,,,,,,,,,,,forvaring,forvaring,image,1344.0,1.8115942028985508,forvaring,forvaring,image,1344.0,1.8115942028985508,hylla,0.0,1.0
forvaring,forvaring,jattefint,asking,1,0.976,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,hylla,545.0,0.6354515050167224
forvaring,forvaring,lador,asking,1,0.828,,,,,,forvaring,forvaring,prior,0.0,1.0,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,prior,0.0,1.0,byrå,,
forvaring,skank,jotex,asking,1,0.914,,,,,,,,,,,forvaring,forvaring,image,1100.0,1.55,forvaring,forvaring,image,1100.0,1.55,hylla,1200.0,0.4
forvaring,skank,gustavianska,asking,1,0.949,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,byrå,,
forvaring,forvaring,rymligt,asking,1,0.917,,,,,,bord,bord,prior,100.0,0.9,forvaring,forvaring,image,0.0,1.0,bord,bord,prior,100.0,0.9,hylla,,
forvaring,byra,sot,asking,1,0.945,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,byrå,,
forvaring,forvaring,rakkestad,asking,1,1.0,,,,,,forvaring,forvaring,prior,0.0,1.0,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,prior,0.0,1.0,hylla,,
forvaring,hylla,hjartan,asking,1,0.0,,,,,,,,,,,,,,,,,,,,,,,
forvaring,hylla,60cm,asking,1,0.965,,,,,,,,,,,forvaring,forvaring,image,295.0,1.59,forvaring,forvaring,image,295.0,1.59,hylla,0.0,1.0
forvaring,forvaring,vital,asking,1,0.973,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,hylla,,
forvaring,vitrin,gustaviansk,realized,1,0.976,,,,,,,,,,,forvaring,forvaring,image,550.0,0.6333333333333333,forvaring,forvaring,image,550.0,0.6333333333333333,hylla,350.0,0.7666666666666667
forvaring,hylla,hyllplan,asking,1,0.695,,,,,,forvaring,forvaring,prior,42.5,0.919047619047619,,,,,,forvaring,forvaring,prior,42.5,0.919047619047619,del/tillbehör,,
forvaring,byra,rubrik,asking,1,1.0,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,byrå,,
forvaring,hylla,mediabank,asking,1,0.889,,,,,,,,,,,forvaring,forvaring,image,250.0,1.625,forvaring,forvaring,image,250.0,1.625,okänd,,
forvaring,skank,svenskt,asking,1,0.806,,,,,,,,,,,bord,bord,image,7025.0,0.11075949367088607,bord,bord,image,7025.0,0.11075949367088607,bord,7025.0,0.11075949367088607
forvaring,skank,klassisk,asking,1,0.975,,,,,,,,,,,forvaring,forvaring,image,1000.0,0.4117647058823529,forvaring,forvaring,image,1000.0,0.4117647058823529,byrå,,
forvaring,hylla,jysk,asking,1,0.95,,,,,,,,,,,forvaring,forvaring,image,600.0,3.0,forvaring,forvaring,image,600.0,3.0,hylla,0.0,1.0
forvaring,byra,smal,asking,1,0.942,,,,,,forvaring,forvaring,prior,700.0,2.75,forvaring,forvaring,image,700.0,2.75,forvaring,forvaring,prior,700.0,2.75,byrå,,
forvaring,byra,idanas,asking,1,1.0,,,,,,forvaring,forvaring,prior,200.0,1.125,forvaring,forvaring,image,200.0,1.125,forvaring,forvaring,prior,200.0,1.125,byrå,,
forvaring,hylla,billy,asking,1,1.0,,,,,,forvaring,forvaring,prior,50.0,1.1428571428571428,forvaring,forvaring,image,50.0,1.1428571428571428,forvaring,forvaring,prior,50.0,1.1428571428571428,hylla,0.0,1.0
forvaring,byra,1800-talets,realized,1,1.0,,,,,,,,,,,forvaring,forvaring,image,1265.5,2.256703078450844,forvaring,forvaring,image,1265.5,2.256703078450844,byrå,,
forvaring,vitrin,glasdorrar,asking,1,1.0,,,,,,forvaring,forvaring,prior,350.0,1.411764705882353,forvaring,forvaring,image,350.0,1.411764705882353,forvaring,forvaring,prior,350.0,1.411764705882353,hylla,225.0,0.7352941176470589
forvaring,byra,malm,asking,1,1.0,,,,,,forvaring,forvaring,prior,600.0,2.5,forvaring,forvaring,image,600.0,2.5,forvaring,forvaring,prior,600.0,2.5,byrå,,
forvaring,forvaring,vackert,asking,1,0.908,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,byrå,,
forvaring,forvaring,antikt,asking,1,0.975,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,hylla,900.0,0.6538461538461539
forvaring,forvaring,spiksmed,asking,1,0.955,,,,,,forvaring,forvaring,prior,0.0,1.0,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,prior,0.0,1.0,hylla,,
forvaring,forvaring,barskap,realized,1,0.808,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,okänd,,
forvaring,hylla,essem,asking,1,0.891,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,hylla,0.0,1.0
forvaring,byra,design,asking,1,0.894,,,,,,,,,,,forvaring,forvaring,image,250.0,0.9152542372881356,forvaring,forvaring,image,250.0,0.9152542372881356,byrå,,
forvaring,hylla,bokskap,realized,1,1.0,,,,,,,,,,,forvaring,forvaring,image,300.0,0.9142857142857143,forvaring,forvaring,image,300.0,0.9142857142857143,hylla,0.0,1.0
forvaring,hylla,lack,asking,1,0.655,,,,,,,,,,,,,,,,,,,,,del/tillbehör,,
fotpall,fotpall,rusta,asking,1,1.0,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,boucle,asking,1,0.788,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,naturvit,asking,1,0.68,,,,,,,,,,,,,,,,,,,,,fotpall,0.0,1.0
fotpall,fotpall,sittpuffar,asking,1,0.869,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,forvarning,asking,1,0.569,,,,,,,,,,,,,,,,,,,,,fotpall,0.0,1.0
fotpall,fotpall,kladsel,asking,1,0.0,,,,,,,,,,,,,,,,,,,,,,,
fotpall,fotpall,tankedal,asking,1,0.896,,,,,,,,,,,stol,stol,image,,,stol,stol,image,,,stol,,
fotpall,fotpall,look,asking,1,0.907,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,sitt,asking,1,0.974,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,aage,asking,1,0.773,,,,,,,,,,,sanggavel,sanggavel,image,,,sanggavel,sanggavel,image,,,sänggavel,,
fotpall,fotpall,sittbank,asking,1,0.594,,,,,,,,,,,,,,,,,,,,,bord,1224.5,4.06125
fotpall,fotpall,mio,asking,2,0.637,,,,,,,,,,,,,,,,,,,,,fotpall,0.0,1.0
fotpall,fotpall,ligne,asking,1,0.283,,,,,,,,,,,,,,,,,,,,,fotpall,0.0,1.0
fotpall,fotpall,sitpuff,asking,1,0.341,,,,,,,,,,,,,,,,,,,,,bord,,
fotpall,fotpall,lilja,asking,1,0.965,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,poang,asking,1,0.868,,,,,,stol,stol,prior,355.0,2.2033898305084745,stol,stol,image,355.0,2.2033898305084745,stol,stol,prior,355.0,2.2033898305084745,fåtölj,,
fotpall,fotpall,copenhagen,asking,1,0.819,,,,,,,,,,,soffa,soffa,image,3000.0,2.0,soffa,soffa,image,3000.0,2.0,soffa,3000.0,2.0
fotpall,fotpall,sittpall,asking,1,1.0,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,sypuff,asking,1,0.749,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,beanbag,asking,1,1.0,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,okänd,,
fotpall,fotpall,fatboy,asking,2,0.867,,,,,,fotpall,fotpall,prior,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,prior,0.0,1.0,okänd,,
fotpall,fotpall,saccosack,asking,1,0.498,,,,,,,,,,,,,,,,,,,,,bord,,
fotpall,fotpall,eilersen,asking,1,0.857,,,,,,soffa,soffa,prior,15000.0,6.0,fotpall,fotpall,image,0.0,1.0,soffa,soffa,prior,15000.0,6.0,okänd,,
fotpall,fotpall,tva,asking,1,0.974,,,,,,,,,,,soffa,soffa,image,1500.0,4.0,soffa,soffa,image,1500.0,4.0,soffa,1500.0,4.0
fotpall,fotpall,1960-tal,realized,1,1.0,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,broderad,asking,1,0.945,,,,,,stol,stol,prior,25.0,1.0714285714285714,bord,bord,image,,,stol,stol,prior,25.0,1.0714285714285714,bord,,
fotpall,fotpall,ellos,asking,1,0.737,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,kelim,asking,1,0.804,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,fotpallar,asking,1,0.803,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,byrå,,
fotpall,fotpall,svedese,asking,1,0.602,,,,,,,,,,,,,,,,,,,,,fotpall,0.0,1.0
fotpall,fotpall,home,asking,1,0.714,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,jotex,asking,1,0.324,,,,,,,,,,,,,,,,,,,,,okänd,,
fotpall,fotpall,akta,asking,1,0.388,,,,,,,,,,,,,,,,,,,,,fotpall,0.0,1.0
fotpall,fotpall,textil,realized,1,0.484,,,,,,,,,,,,,,,,,,,,,fotpall,0.0,1.0
fotpall,fotpall,hay,asking,1,0.7,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,lampskarm,asking,1,0.72,,,,,,bord,bord,prior,,,forvaring,forvaring,image,,,bord,bord,prior,,,hylla,,
fotpall,fotpall,forvaring,asking,1,0.929,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,bank,asking,1,0.429,,,,,,,,,,,,,,,,,,,,,okänd,,
fotpall,fotpall,blagra,asking,1,0.867,,,,,,,,,,,sang,sang,image,,,sang,sang,image,,,okänd,,
fotpall,fotpall,fatboy,asking,1,1.0,,,,,,fotpall,fotpall,prior,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,prior,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,mio,asking,1,0.84,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,mio,asking,1,0.652,,,,,,,,,,,,,,,,,,,,,bord,300.0,1.75
fotpall,fotpall,shepherd,asking,1,0.972,,,,,,stol,stol,prior,,,forvaring,forvaring,image,,,stol,stol,prior,,,byrå,,
fotpall,fotpall,bolia,asking,1,0.538,,,,,,,,,,,,,,,,,,,,,bord,1200.0,1.6666666666666667
fotpall,fotpall,ljus,asking,1,0.513,,,,,,,,,,,,,,,,,,,,,bord,100.0,1.1666666666666667
fotpall,fotpall,mio,asking,1,0.462,,,,,,,,,,,,,,,,,,,,,okänd,,
fotpall,fotpall,sittpuffar,realized,1,1.0,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,sammets,asking,1,0.974,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,coconino,asking,1,0.0,,,,,,,,,,,,,,,,,,,,,,,
fotpall,fotpall,handtillverkad,asking,1,0.85,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,klassisk,asking,1,1.0,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,forvaring,asking,1,0.967,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,mio,asking,1,0.802,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,beetle,realized,1,0.496,,,,,,,,,,,,,,,,,,,,,fotpall,0.0,1.0
fotpall,fotpall,nattraby,asking,1,0.832,,,,,,,,,,,stol,stol,image,,,stol,stol,image,,,stol,,
fotpall,fotpall,sittsackar,asking,1,1.0,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,okänd,,
fotpall,fotpall,anna,asking,1,0.788,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,fogia,asking,1,0.737,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,fotpallar,asking,1,0.944,,,,,,,,,,,sang,sang,image,,,sang,sang,image,,,säng,,
fotpall,fotpall,barn,asking,1,0.726,,,,,,,,,,,stol,stol,image,90.0,1.5625,stol,stol,image,90.0,1.5625,fåtölj,,
fotpall,fotpall,mio,asking,2,0.79,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,blommiga,asking,1,0.468,,,,,,,,,,,,,,,,,,,,,fotpall,0.0,1.0
fotpall,fotpall,snurrfotolj,asking,1,0.949,,,,,,,,,,,stol,stol,image,,,stol,stol,image,,,fåtölj,,
fotpall,fotpall,kladsel,asking,1,0.626,,,,,,,,,,,,,,,,,,,,,säng,,
fotpall,fotpall,mio,asking,1,0.639,,,,,,,,,,,,,,,,,,,,,soffa,3100.0,8.75
fotpall,fotpall,atelier,asking,1,0.615,,,,,,,,,,,,,,,,,,,,,fotpall,0.0,1.0
fotpall,fotpall,concept,asking,1,0.355,,,,,,,,,,,,,,,,,,,,,fotpall,0.0,1.0
fotpall,fotpall,hal,asking,1,0.46,,,,,,,,,,,,,,,,,,,,,soffa,,
fotpall,fotpall,sittpall,asking,1,0.49,,,,,,,,,,,,,,,,,,,,,fotpall,0.0,1.0
fotpall,fotpall,poang,asking,1,0.469,,,,,,stol,stol,prior,350.0,2.1666666666666665,,,,,,stol,stol,prior,350.0,2.1666666666666665,stol,350.0,2.1666666666666665
fotpall,fotpall,mio,asking,1,0.971,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,modern,realized,1,0.755,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,ellos,asking,1,0.615,,,,,,,,,,,,,,,,,,,,,fotpall,0.0,1.0
fotpall,fotpall,kuddsats,asking,1,0.825,,,,,,stol,stol,prior,,,stol,stol,image,,,stol,stol,prior,,,fotpall,0.0,1.0
fotpall,fotpall,stressless,asking,1,1.0,,,,,,stol,stol,prior,2000.0,0.3333333333333333,stol,stol,image,2000.0,0.3333333333333333,stol,stol,prior,2000.0,0.3333333333333333,fåtölj,,
fotpall,fotpall,sittpuffar,asking,1,0.86,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,sypall,asking,1,0.801,,,,,,fotpall,fotpall,prior,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,prior,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,sittpuffar,asking,1,0.867,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,fatboy,asking,1,0.938,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,okänd,,
fotpall,fotpall,fyrkantig,asking,1,0.309,,,,,,,,,,,,,,,,,,,,,fotpall,0.0,1.0
fotpall,fotpall,mio,asking,1,0.832,,,,,,,,,,,stol,stol,image,0.0,1.0,stol,stol,image,0.0,1.0,fåtölj,,
fotpall,fotpall,sypuff,asking,1,0.297,,,,,,,,,,,,,,,,,,,,,okänd,,
fotpall,fotpall,80-tal,asking,1,1.0,,,,,,,,,,,fotpall,fotpall,image,0.0,1.0,fotpall,fotpall,image,0.0,1.0,fotpall,0.0,1.0
fotpall,fotpall,sittpuffar,asking,1,0.56,,,,,,,,,,,,,,,,,,,,,fotpall,0.0,1.0
fotpall,fotpall,artwood,asking,1,0.567,,,,,,,,,,,,,,,,,,,,,soffa,12125.0,6.105263157894737
